id,title,GW,xG,xGA,npxG,npxGA,att,def,att,def,deep,deep_allowed,GF,GA,xpts,wins,draws,loses,pts,npxGD
,Real Sociedad,30,0.482127,1.30503,0.482127,0.561749,325,29,320,25,1,4,1,2,0.558,0,0,1,0,-0.07962200000000008,
,Real Sociedad,31,0.628775,0.848154,0.628775,0.104876,175,28,268,24,6,0,0,1,0.9755,0,0,1,0,0.523899,
,Real Sociedad,32,0.731053,1.3901,0.731053,0.647472,101,14,210,31,5,2,1,2,0.7178,0,0,1,0,0.0835809999999999,
,Real Sociedad,33,1.38838,0.11827,1.38838,0.11827,200,30,354,24,3,0,2,1,2.5077000000000003,1,0,0,3,1.2701099999999999,
,Real Sociedad,34,1.06365,1.19147,1.06365,1.19147,243,18,271,27,2,1,1,1,1.1894,0,1,0,1,-0.12782000000000004,
,Real Sociedad,35,1.18927,0.312385,1.18927,0.312385,84,26,281,20,4,1,2,3,2.1022,0,0,1,0,0.876885,
,Real Sociedad,36,1.24702,0.365973,1.24702,0.365973,298,21,240,20,9,3,2,1,2.1479,1,0,0,3,0.881047,
,Real Sociedad,37,0.835797,0.611057,0.835797,0.611057,362,32,197,31,4,6,0,0,1.5395999999999999,0,1,0,1,0.22474000000000005,
,Real Sociedad,38,0.335651,1.50008,0.335651,1.50008,236,22,333,16,0,6,1,1,0.3471,0,1,0,1,-1.1644290000000002,


141,Espanyol,1,0.145879,2.40044,0.145879,2.40044,327,29,256,23,0,6,0,2,0.0532,0,0,1,0,-2.2545610000000003,
,Espanyol,2,0.159461,0.675919,0.159461,0.675919,157,18,401,27,1,5,0,0,0.7070000000000001,0,1,0,1,-0.5164580000000001,
,Espanyol,3,1.34324,1.58505,1.34324,1.58505,142,9,354,24,10,4,0,3,1.1576,0,0,1,0,-0.24181000000000008,
,Espanyol,4,1.64516,0.567742,1.64516,0.567742,171,19,129,15,3,3,2,1,2.4469,1,0,0,3,1.077418,
,Espanyol,5,0.701868,1.49572,0.701868,1.49572,188,19,292,25,10,8,1,3,0.6866,0,0,1,0,-0.7938519999999999,
,Espanyol,6,1.50653,1.1247,1.50653,1.1247,380,25,235,27,7,9,1,1,1.6743999999999999,0,1,0,1,0.3818299999999999,
,Espanyol,7,0.947178,2.13178,0.947178,1.38863,176,30,269,20,9,6,0,2,0.5236,0,0,1,0,-0.44145200000000007,
,Espanyol,8,0.731578,1.02963,0.731578,1.02963,190,28,402,21,5,1,0,2,0.9952,0,0,1,0,-0.2980520000000001,
,Espanyol,9,0.746222,1.64809,0.746222,1.64809,217,31,188,19,6,3,0,1,0.6035999999999999,0,0,1,0,-0.901868,
,Espanyol,10,0.928166,0.331551,0.928166,0.331551,212,36,186,20,1,1,1,0,1.9112999999999998,1,0,0,3,0.5966150000000001,
,Espanyol,11,0.561641,0.410171,0.561641,0.410171,195,41,257,26,3,4,0,3,1.4473,0,0,1,0,0.15146999999999994,
,Espanyol,12,1.27932,1.9466,0.536044,1.20332,256,30,164,19,7,5,1,2,0.7899999999999999,0,0,1,0,-0.667276,
,Espanyol,13,0.379993,3.05161,0.379993,3.05161,159,37,212,26,7,11,1,3,0.06720000000000001,0,0,1,0,-2.6716170000000004,
,Espanyol,14,1.12432,0.773228,1.12432,0.773228,97,31,198,26,0,2,1,1,1.685,0,1,0,1,0.35109199999999996,
,Espanyol,15,1.55803,3.03712,0.814756,2.29384,176,28,228,21,3,4,2,4,0.4422,0,0,1,0,-1.4790839999999998,
,Espanyol,16,0.286726,2.55366,0.286726,2.55366,274,25,181,19,3,8,0,2,0.1164,0,0,1,0,-2.266934,
,Espanyol,17,1.58859,0.502557,1.58859,0.502557,228,43,123,15,3,4,2,2,2.3419000000000003,0,1,0,1,1.086033,
,Espanyol,18,0.649033,0.84514,0.649033,0.84514,88,23,188,22,4,2,0,2,1.1194000000000002,0,0,1,0,-0.19610700000000003,
,Espanyol,19,0.730874,2.3097,0.730874,2.3097,432,29,149,18,1,10,2,2,0.36819999999999997,0,1,0,1,-1.5788259999999998,
,Espanyol,20,2.04252,2.23006,2.04252,1.48678,304,22,123,28,4,8,2,1,1.2261,1,0,0,3,0.5557400000000001,
,Espanyol,21,0.552668,0.660786,0.552668,0.660786,187,18,188,20,7,6,1,1,1.1821,0,1,0,1,-0.10811799999999994,
,Espanyol,22,2.69997,0.875651,1.9567,0.875651,140,24,172,31,3,4,1,2,2.6132,0,0,1,0,1.0810490000000001,
,Espanyol,23,1.81523,0.669911,1.81523,0.669911,279,44,160,21,6,2,1,0,2.2823,1,0,0,3,1.1453189999999998,
,Espanyol,24,0.622409,1.65914,0.622409,1.65914,287,22,97,31,2,12,2,2,0.5659,0,1,0,1,-1.036731,
,Espanyol,25,1.26303,1.14839,0.519748,1.14839,220,20,108,8,1,3,1,2,1.4846,0,0,1,0,-0.628642,
,Espanyol,26,1.29128,0.761475,1.29128,0.761475,248,26,118,24,3,6,1,1,1.8307000000000002,0,1,0,1,0.529805,
,Espanyol,27,0.174034,2.2865,0.174034,1.54322,147,24,144,27,4,6,0,1,0.102,0,0,1,0,-1.369186,
,Espanyol,28,2.01521,0.0516535,2.01521,0.0516535,116,25,325,20,3,1,2,0,2.809,1,0,0,3,1.9635565000000001,
,Espanyol,29,0.786529,2.00352,0.786529,2.00352,225,20,78,15,4,10,0,0,0.5236999999999999,0,1,0,1,-1.216991,
,Espanyol,30,0.491778,2.56766,0.491778,2.56766,249,27,168,13,3,4,1,3,0.18330000000000002,0,0,1,0,-2.075882,
,Espanyol,31,1.12604,1.07378,1.12604,1.07378,265,20,123,26,2,5,0,1,1.4146999999999998,0,0,1,0,0.05225999999999997,
,Espanyol,32,1.00521,2.41536,1.00521,2.41536,371,25,189,24,4,5,0,1,0.3801,0,0,1,0,-1.4101500000000002,
,Espanyol,33,0.11827,1.38838,0.11827,1.38838,354,24,200,30,0,3,1,2,0.2817,0,0,1,0,-1.2701099999999999,
,Espanyol,34,0.705114,0.423597,0.705114,0.423597,167,32,369,26,2,3,0,1,1.6286,0,0,1,0,0.281517,
,Espanyol,35,0.830636,0.897655,0.830636,0.897655,399,14,146,13,2,10,0,1,1.2430999999999999,0,0,1,0,-0.06701899999999994,
,Espanyol,36,0.884621,2.0596,0.884621,0.412639,78,15,331,27,5,1,0,2,0.43960000000000005,0,0,1,0,0.471982,
,Espanyol,37,1.20165,1.24164,1.20165,1.24164,262,31,239,9,9,4,0,1,1.297,0,0,1,0,-0.03998999999999997,
,Espanyol,38,0.362807,0.444157,0.362807,0.444157,239,24,243,26,1,2,0,0,1.1343,0,1,0,1,-0.08135000000000003,


142,Getafe,1,0.333556,2.44678,0.333556,1.7035,243,21,131,19,2,5,0,1,0.0974,0,0,1,0,-1.369944,
,Getafe,2,0.265811,0.454246,0.265811,0.454246,196,28,103,19,4,2,1,1,0.9780000000000001,0,1,0,1,-0.18843499999999996,
,Getafe,3,0.972134,1.01227,0.972134,1.01227,134,24,186,16,7,3,1,1,1.1427,0,1,0,1,-0.04013599999999995,
,Getafe,4,1.49492,1.00209,0.751644,0.258813,240,39,80,13,8,1,1,1,1.7656999999999998,0,1,0,1,0.49283099999999996,
,Getafe,5,2.70951,0.726341,1.96624,0.726341,137,20,93,18,13,1,4,2,2.6895,1,0,0,3,1.2398989999999999,
,Getafe,6,2.65542,1.67819,2.65542,1.67819,275,38,80,16,8,4,3,3,2.0606999999999998,0,1,0,1,0.9772299999999998,
,Getafe,7,1.0808,1.3084,1.0808,1.3084,271,34,113,20,7,3,0,2,1.1536,0,0,1,0,-0.22760000000000002,
,Getafe,8,0.86893,0.770489,0.86893,0.770489,149,24,94,21,3,2,2,1,1.4018,1,0,0,3,0.098441,
,Getafe,9,1.0435,0.372249,1.0435,0.372249,151,36,126,22,1,5,2,0,2.0715,1,0,0,3,0.671251,
,Getafe,10,0.62652,2.14059,0.62652,2.14059,284,37,108,28,4,4,0,2,0.2742,0,0,1,0,-1.51407,
,Getafe,11,1.1273,1.91693,1.1273,1.91693,181,24,125,17,2,3,3,1,0.6429,1,0,0,3,-0.78963,
,Getafe,12,0.389551,0.133684,0.389551,0.133684,234,32,93,12,5,3,1,0,1.5154,1,0,0,3,0.25586699999999996,
,Getafe,13,1.06639,0.065756,1.06639,0.065756,125,27,135,17,2,2,0,0,2.4371,0,1,0,1,1.000634,
,Getafe,14,0.773228,1.12432,0.773228,1.12432,198,26,97,31,2,0,1,1,0.9652999999999999,0,1,0,1,-0.35109199999999996,
