id,title,GW,xG,xGA,npxG,npxGA,att,def,att,def,deep,deep_allowed,GF,GA,xpts,wins,draws,loses,pts,npxGD
94,95,96,97,98,99,101,102,104,105,106,110,111,113,115,116,222,230,260,
