id,title,GW,xG,xGA,npxG,npxGA,att,def,att,def,deep,deep_allowed,GF,GA,xpts,wins,draws,loses,pts,npxGD
,Atalanta,9,5.83297,0.477769,4.31038,0.477769,198,31,262,11,16,2,7,1,2.9966999999999997,1,0,0,3,3.8326110000000004,
,Atalanta,10,1.33873,3.19908,1.33873,3.19908,307,27,307,23,9,8,2,2,0.3292,0,1,0,1,-1.86035,
,Atalanta,11,0.75623,1.10665,0.75623,1.10665,248,24,264,26,7,4,0,2,1.0086,0,0,1,0,-0.35041999999999995,
,Atalanta,12,0.517338,0.887813,0.517338,0.887813,172,22,359,28,4,2,0,0,0.9340999999999999,0,1,0,1,-0.370475,
,Atalanta,13,2.78945,1.20522,1.99374,1.20522,287,38,195,22,7,8,1,3,2.4261,0,0,1,0,0.7885200000000001,
,Atalanta,14,2.66863,1.2071,2.66863,1.2071,139,27,282,24,12,4,3,0,2.2991,1,0,0,3,1.4615299999999998,
,Atalanta,15,2.5171,1.19011,1.7558,1.19011,186,24,239,22,15,4,3,2,2.3151,1,0,0,3,0.56569,
,Atalanta,16,2.16001,1.34375,2.16001,1.34375,152,28,256,29,12,3,1,2,1.9785000000000001,0,0,1,0,0.8162600000000002,
,Atalanta,17,2.3426,0.334827,2.3426,0.334827,222,19,292,19,7,1,5,0,2.7603,1,0,0,3,2.0077730000000003,
,Atalanta,18,2.40246,0.127344,2.40246,0.127344,197,26,334,24,4,0,5,0,2.8164000000000002,1,0,0,3,2.275116,
,Atalanta,19,2.54235,0.728607,1.78105,0.728607,216,27,360,25,7,2,1,1,2.6614,0,1,0,1,1.052443,
,Atalanta,20,2.45221,1.21091,2.45221,1.21091,193,31,282,26,13,4,1,2,2.2276,0,0,1,0,1.2413,
,Atalanta,21,5.34676,0.537278,3.82417,0.537278,183,25,182,22,19,1,7,0,2.9863,1,0,0,3,3.286892,
,Atalanta,22,2.71252,1.51621,2.71252,0.754916,190,36,263,29,7,3,2,2,2.2188,0,1,0,1,1.957604,
,Atalanta,23,1.76133,0.427977,1.76133,0.427977,121,27,286,23,12,2,2,1,2.4856000000000003,1,0,0,3,1.333353,
,Atalanta,24,1.59147,0.298212,1.59147,0.298212,223,27,293,21,4,3,2,1,2.5738,1,0,0,3,1.293258,
,Atalanta,25,5.40731,0.337033,5.40731,0.337033,198,30,355,21,20,5,7,2,2.9951000000000003,1,0,0,3,5.070277,
,Atalanta,26,3.17229,2.51382,3.17229,2.51382,359,39,238,20,10,5,4,1,1.8072000000000001,1,0,0,3,0.6584699999999999,
,Atalanta,27,2.25586,0.661396,2.25586,0.661396,209,30,241,16,17,4,3,2,2.495,1,0,0,3,1.5944640000000003,
,Atalanta,28,0.883203,1.23073,0.883203,1.23073,191,25,397,13,12,6,3,2,1.0109,1,0,0,3,-0.34752700000000014,
,Atalanta,29,1.06912,0.663009,1.06912,0.663009,340,21,325,17,4,6,2,0,1.7658,1,0,0,3,0.4061110000000001,
,Atalanta,30,3.08147,0.377188,2.32017,0.377188,194,37,324,12,13,4,1,0,2.8613,1,0,0,3,1.942982,
,Atalanta,31,0.805912,1.14999,0.805912,1.14999,164,24,305,31,6,2,2,0,0.9689999999999999,1,0,0,3,-0.3440780000000001,
,Atalanta,32,0.699271,1.79282,0.699271,0.270346,328,27,321,17,4,4,2,2,0.42800000000000005,0,1,0,1,0.428925,
,Atalanta,33,2.44363,0.867428,2.44363,0.867428,198,27,425,18,13,1,6,2,2.4436,1,0,0,3,1.5762020000000003,
,Atalanta,34,1.75181,1.43922,1.75181,1.43922,193,31,184,21,8,3,1,1,1.6007,0,1,0,1,0.31259000000000015,
,Atalanta,35,1.53325,0.420837,1.53325,0.420837,291,40,182,20,19,5,1,0,2.2338,1,0,0,3,1.112413,
,Atalanta,36,2.14411,0.459668,1.38281,0.459668,211,28,193,19,6,2,1,1,2.6532,0,1,0,1,0.9231420000000001,
,Atalanta,37,1.14053,1.56236,1.14053,1.56236,196,20,248,22,10,5,2,1,1.0237,1,0,0,3,-0.4218299999999999,
,Atalanta,38,1.01735,1.15739,1.01735,1.15739,279,37,324,25,9,4,0,2,1.1888,0,0,1,0,-0.14003999999999994,

106,Inter,1,2.14366,0.408768,2.14366,0.408768,197,26,332,16,11,5,4,0,2.5825,1,0,0,3,1.734892,
,Inter,2,1.77917,0.479896,1.01787,0.479896,257,22,403,20,7,2,2,1,2.5063,1,0,0,3,0.5379740000000001,
,Inter,3,1.56746,0.250925,1.56746,0.250925,217,22,387,14,6,2,1,0,2.4964999999999997,1,0,0,3,1.316535,
,Inter,4,2.49224,1.09144,2.49224,1.09144,251,29,244,21,9,5,2,0,2.3901999999999997,1,0,0,3,1.4007999999999998,
,Inter,5,1.74169,1.3648,1.74169,1.3648,163,30,447,24,3,11,1,0,1.6447,1,0,0,3,0.37688999999999995,
,Inter,6,2.16553,1.31073,2.16553,1.31073,213,27,309,30,8,5,3,1,2.0229999999999997,1,0,0,3,0.8548,
